01. Ano,02. Nome País (Europa),03. Filtro 1,04. Filtro 2,05. Filtro 3,06. Escala,07. Símbolo,08. Valor
2001,Eslováquia,Restaurantes e hotéis,,,,,57.01
2001,Eslováquia,Saúde,,,,,47.49
2001,Eslováquia,Total,,,,,65.90
2001,Eslováquia,Transportes,,,,,86.16
2001,Eslováquia,Vestuário e calçado,,,,,88.94
2001,Eslovénia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,73.15
2001,Eslovénia,Bebidas alcoólicas e tabaco,,,,,42.47
2001,Eslovénia,Bens e serviços diversos,,,,,62.17
2001,Eslovénia,Comunicações,,,,,91.90
2001,Eslovénia,Educação,,,,,62.85
2001,Eslovénia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,51.74
2001,Eslovénia,"Lazer, recreação e cultura",,,,,75.16
2001,Eslovénia,Produtos alimentares e bebidas não alcoólicas,,,,,65.45
2001,Eslovénia,Restaurantes e hotéis,,,,,56.32
2001,Eslovénia,Saúde,,,,,78.47
2001,Eslovénia,Total,,,,,67.33
2001,Eslovénia,Transportes,,,,,78.54
2001,Eslovénia,Vestuário e calçado,,,,,94.56
2001,Espanha,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,82.36
2001,Espanha,Bebidas alcoólicas e tabaco,,,,,47.95
2001,Espanha,Bens e serviços diversos,,,,,70.52
2001,Espanha,Comunicações,,,,,131.81
2001,Espanha,Educação,,,,,59.23
2001,Espanha,"Habitação, água, electricidade, gás e outros combustíveis",,,,,62.64
2001,Espanha,"Lazer, recreação e cultura",,,,,99.78
2001,Espanha,Produtos alimentares e bebidas não alcoólicas,,,,,70.71
2001,Espanha,Restaurantes e hotéis,,,,,67.89
2001,Espanha,Saúde,,,,,87.58
2001,Espanha,Total,,,,,73.23
2001,Espanha,Transportes,,,,,69.71
2001,Espanha,Vestuário e calçado,,,,,84.02
2001,Estónia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,82.17
2001,Estónia,Bebidas alcoólicas e tabaco,,,,,48.13
2001,Estónia,Bens e serviços diversos,,,,,57.95
2001,Estónia,Comunicações,,,,,132.70
2001,Estónia,Educação,,,,,92.26
2001,Estónia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,41.98
2001,Estónia,"Lazer, recreação e cultura",,,,,77.89
2001,Estónia,Produtos alimentares e bebidas não alcoólicas,,,,,60.23
2001,Estónia,Restaurantes e hotéis,,,,,55.64
2001,Estónia,Saúde,,,,,52.14
2001,Estónia,Total,,,,,61.50
2001,Estónia,Transportes,,,,,75.17
2001,Estónia,Vestuário e calçado,,,,,66.36
2001,Finlândia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,85.17
2001,Finlândia,Bebidas alcoólicas e tabaco,,,,,78.14
2001,Finlândia,Bens e serviços diversos,,,,,68.98
2001,Finlândia,Comunicações,,,,,161.39
2001,Finlândia,Educação,,,,,62.13
2001,Finlândia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,62.19
2001,Finlândia,"Lazer, recreação e cultura",,,,,92.93
2001,Finlândia,Produtos alimentares e bebidas não alcoólicas,,,,,74.44
2001,Finlândia,Restaurantes e hotéis,,,,,67.97
2001,Finlândia,Saúde,,,,,75.38
2001,Finlândia,Total,,,,,78.84
2001,Finlândia,Transportes,,,,,86.28
2001,Finlândia,Vestuário e calçado,,,,,97.66
2001,França,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,86.65
2001,França,Bebidas alcoólicas e tabaco,,,,,57.05
2001,França,Bens e serviços diversos,,,,,74.52
2001,França,Comunicações,,,,,136.50
2001,França,Educação,,,,,67.50
2001,França,"Habitação, água, electricidade, gás e outros combustíveis",,,,,67.59
2001,França,"Lazer, recreação e cultura",,,,,109.90
2001,França,Produtos alimentares e bebidas não alcoólicas,,,,,81.87
2001,França,Restaurantes e hotéis,,,,,71.68
2001,França,Saúde,,,,,81.19
2001,França,Total,,,,,79.62
2001,França,Transportes,,,,,74.73
2001,França,Vestuário e calçado,,,,,93.77
2001,Grécia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,91.47
2001,Grécia,Bebidas alcoólicas e tabaco,,,,,51.66
2001,Grécia,Bens e serviços diversos,,,,,83.04
2001,Grécia,Comunicações,,,,,123.51
2001,Grécia,Educação,,,,,80.59
2001,Grécia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,57.33
2001,Grécia,"Lazer, recreação e cultura",,,,,90.30
2001,Grécia,Produtos alimentares e bebidas não alcoólicas,,,,,74.67
2001,Grécia,Restaurantes e hotéis,,,,,69.81
2001,Grécia,Saúde,,,,,75.75
2001,Grécia,Total,,,,,73.59
2001,Grécia,Transportes,,,,,68.78
2001,Grécia,Vestuário e calçado,,,,,80.99
2001,Hungria,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,85.98
2001,Hungria,Bebidas alcoólicas e tabaco,,,,,36.84
2001,Hungria,Bens e serviços diversos,,,,,57.02
2001,Hungria,Comunicações,,,,,93.83
2001,Hungria,Educação,,,,,49.48
2001,Hungria,"Habitação, água, electricidade, gás e outros combustíveis",,,,,47.06
2001,Hungria,"Lazer, recreação e cultura",,,,,72.73
2001,Hungria,Produtos alimentares e bebidas não alcoólicas,,,,,52.91
2001,Hungria,Restaurantes e hotéis,,,,,46.83
2001,Hungria,Saúde,,,,,46.03
2001,Hungria,Total,,,,,56.67
2001,Hungria,Transportes,,,,,62.87
2001,Hungria,Vestuário e calçado,,,,,85.21
2001,Irlanda,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,132.60
2001,Irlanda,Bebidas alcoólicas e tabaco,,,,,63.20
2001,Irlanda,Bens e serviços diversos,,,,,71.10
2001,Irlanda,Comunicações,,,,,95.40
2001,Irlanda,Educação,,,,,44.70
2001,Irlanda,"Habitação, água, electricidade, gás e outros combustíveis",,,,,58.30
2001,Irlanda,"Lazer, recreação e cultura",,,,,90.10
2001,Irlanda,Produtos alimentares e bebidas não alcoólicas,,,,,95.60
2001,Irlanda,Restaurantes e hotéis,,,,,71.20
2001,Irlanda,Saúde,,,,,60.70
2001,Irlanda,Total,,,,,80.20
2001,Irlanda,Transportes,,,,,81.70
2001,Irlanda,Vestuário e calçado,,,,,181.80
2001,Itália,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,79.30
2001,Itália,Bebidas alcoólicas e tabaco,,,,,57.60
2001,Itália,Bens e serviços diversos,,,,,72.00
2001,Itália,Comunicações,,,,,162.50
2001,Itália,Educação,,,,,71.70
2001,Itália,"Habitação, água, electricidade, gás e outros combustíveis",,,,,67.40
2001,Itália,"Lazer, recreação e cultura",,,,,86.70
2001,Itália,Produtos alimentares e bebidas não alcoólicas,,,,,75.20
2001,Itália,Restaurantes e hotéis,,,,,73.40
2001,Itália,Saúde,,,,,71.60
2001,Itália,Total,,,,,75.90
2001,Itália,Transportes,,,,,70.10
2001,Itália,Vestuário e calçado,,,,,86.40
2001,Letónia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,85.98
2001,Letónia,Bebidas alcoólicas e tabaco,,,,,37.31
2001,Letónia,Bens e serviços diversos,,,,,57.26
2001,Letónia,Comunicações,,,,,166.77
2001,Letónia,Educação,,,,,41.65
2001,Letónia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,38.03
2001,Letónia,"Lazer, recreação e cultura",,,,,77.93
2001,Letónia,Produtos alimentares e bebidas não alcoólicas,,,,,50.10
2001,Letónia,Restaurantes e hotéis,,,,,51.49
2001,Letónia,Saúde,,,,,45.94
2001,Letónia,Total,,,,,56.58
2001,Letónia,Transportes,,,,,59.37
2001,Letónia,Vestuário e calçado,,,,,103.68
2001,Lituânia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,99.85
2001,Lituânia,Bebidas alcoólicas e tabaco,,,,,52.46
2001,Lituânia,Bens e serviços diversos,,,,,71.30
2001,Lituânia,Comunicações,,,,,147.54
2001,Lituânia,Educação,,,,,69.36
2001,Lituânia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,49.96
2001,Lituânia,"Lazer, recreação e cultura",,,,,97.71
2001,Lituânia,Produtos alimentares e bebidas não alcoólicas,,,,,62.86
2001,Lituânia,Restaurantes e hotéis,,,,,61.68
2001,Lituânia,Saúde,,,,,49.33
2001,Lituânia,Total,,,,,69.74
2001,Lituânia,Transportes,,,,,67.39
2001,Lituânia,Vestuário e calçado,,,,,140.54
2001,Luxemburgo,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,78.48
2001,Luxemburgo,Bebidas alcoólicas e tabaco,,,,,54.14
2001,Luxemburgo,Bens e serviços diversos,,,,,73.36
2001,Luxemburgo,Comunicações,,,,,127.12
2001,Luxemburgo,Educação,,,,,63.65
2001,Luxemburgo,"Habitação, água, electricidade, gás e outros combustíveis",,,,,66.85
2001,Luxemburgo,"Lazer, recreação e cultura",,,,,79.72
2001,Luxemburgo,Produtos alimentares e bebidas não alcoólicas,,,,,72.24
2001,Luxemburgo,Restaurantes e hotéis,,,,,64.71
2001,Luxemburgo,Saúde,,,,,88.16
2001,Luxemburgo,Total,,,,,72.12
2001,Luxemburgo,Transportes,,,,,76.00
2001,Luxemburgo,Vestuário e calçado,,,,,89.47
2001,Malta,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,82.63
2001,Malta,Bebidas alcoólicas e tabaco,,,,,55.71
2001,Malta,Bens e serviços diversos,,,,,70.07
2001,Malta,Comunicações,,,,,113.76
2001,Malta,Educação,,,,,50.01
2001,Malta,"Habitação, água, electricidade, gás e outros combustíveis",,,,,62.72
2001,Malta,"Lazer, recreação e cultura",,,,,90.74
2001,Malta,Produtos alimentares e bebidas não alcoólicas,,,,,64.50
2001,Malta,Restaurantes e hotéis,,,,,66.82
2001,Malta,Saúde,,,,,65.80
2001,Malta,Total,,,,,74.16
2001,Malta,Transportes,,,,,78.86
2001,Malta,Vestuário e calçado,,,,,109.96
2001,Países Baixos,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,88.06
2001,Países Baixos,Bebidas alcoólicas e tabaco,,,,,56.22
2001,Países Baixos,Bens e serviços diversos,,,,,70.88
2001,Países Baixos,Comunicações,,,,,121.85
2001,Países Baixos,Educação,,,,,85.51
2001,Países Baixos,"Habitação, água, electricidade, gás e outros combustíveis",,,,,68.11
2001,Países Baixos,"Lazer, recreação e cultura",,,,,94.10
2001,Países Baixos,Produtos alimentares e bebidas não alcoólicas,,,,,84.71
2001,Países Baixos,Restaurantes e hotéis,,,,,68.18
2001,Países Baixos,Saúde,,,,,62.30
2001,Países Baixos,Total,,,,,78.32
2001,Países Baixos,Transportes,,,,,72.74
2001,Países Baixos,Vestuário e calçado,,,,,104.47
2001,Polónia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,85.60
2001,Polónia,Bebidas alcoólicas e tabaco,,,,,59.10
2001,Polónia,Bens e serviços diversos,,,,,73.80
2001,Polónia,Comunicações,,,,,110.50
2001,Polónia,Educação,,,,,75.40
2001,Polónia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,57.70
2001,Polónia,"Lazer, recreação e cultura",,,,,92.90
2001,Polónia,Produtos alimentares e bebidas não alcoólicas,,,,,72.20
2001,Polónia,Restaurantes e hotéis,,,,,66.10
2001,Polónia,Saúde,,,,,69.90
2001,Polónia,Total,,,,,73.80
2001,Polónia,Transportes,,,,,73.00
2001,Polónia,Vestuário e calçado,,,,,190.70
2001,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,85.22
2001,Portugal,Bebidas alcoólicas e tabaco,,,,,50.50
2001,Portugal,Bens e serviços diversos,,,,,76.59
2001,Portugal,Comunicações,,,,,100.11
2001,Portugal,Educação,,,,,59.16
2001,Portugal,"Habitação, água, electricidade, gás e outros combustíveis",,,,,59.89
2001,Portugal,"Lazer, recreação e cultura",,,,,94.00
2001,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,85.22
2001,Portugal,Restaurantes e hotéis,,,,,68.47
2001,Portugal,Saúde,,,,,78.59
2001,Portugal,Total,,,,,76.41
2001,Portugal,Transportes,,,,,70.15
2001,Portugal,Vestuário e calçado,,,,,115.72
2001,Roménia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,56.08
2001,Roménia,Bebidas alcoólicas e tabaco,,,,,16.62
2001,Roménia,Bens e serviços diversos,,,,,40.87
2001,Roménia,Comunicações,,,,,57.24
2001,Roménia,Educação,,,,,36.37
2001,Roménia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,21.07
2001,Roménia,"Lazer, recreação e cultura",,,,,52.63
2001,Roménia,Produtos alimentares e bebidas não alcoólicas,,,,,47.70
2001,Roménia,Restaurantes e hotéis,,,,,34.33
2001,Roménia,Saúde,,,,,64.01
2001,Roménia,Total,,,,,37.66
2001,Roménia,Transportes,,,,,30.89
2001,Roménia,Vestuário e calçado,,,,,54.22
2001,Suécia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,102.68
2001,Suécia,Bebidas alcoólicas e tabaco,,,,,69.15
2001,Suécia,Bens e serviços diversos,,,,,77.86
2001,Suécia,Comunicações,,,,,147.72
2001,Suécia,Educação,,,,,94.87
2001,Suécia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,70.41
2001,Suécia,"Lazer, recreação e cultura",,,,,103.23
2001,Suécia,Produtos alimentares e bebidas não alcoólicas,,,,,78.23
2001,Suécia,Restaurantes e hotéis,,,,,69.59
2001,Suécia,Saúde,,,,,76.74
2001,Suécia,Total,,,,,81.92
2001,Suécia,Transportes,,,,,77.14
2001,Suécia,Vestuário e calçado,,,,,91.28
2002,Alemanha,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,92.60
2002,Alemanha,Bebidas alcoólicas e tabaco,,,,,64.20
2002,Alemanha,Bens e serviços diversos,,,,,84.50
2002,Alemanha,Comunicações,,,,,120.60
2002,Alemanha,Educação,,,,,76.10
2002,Alemanha,"Habitação, água, electricidade, gás e outros combustíveis",,,,,75.70
2002,Alemanha,"Lazer, recreação e cultura",,,,,88.20
2002,Alemanha,Produtos alimentares e bebidas não alcoólicas,,,,,80.70
2002,Alemanha,Restaurantes e hotéis,,,,,77.40
2002,Alemanha,Saúde,,,,,75.60
2002,Alemanha,Total,,,,,81.50
2002,Alemanha,Transportes,,,,,78.60
2002,Alemanha,Vestuário e calçado,,,,,94.60
2002,Áustria,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,84.64
2002,Áustria,Bebidas alcoólicas e tabaco,,,,,68.12
2002,Áustria,Bens e serviços diversos,,,,,72.09
2002,Áustria,Comunicações,,,,,112.51
2002,Áustria,Educação,,,,,81.81
2002,Áustria,"Habitação, água, electricidade, gás e outros combustíveis",,,,,66.83
2002,Áustria,"Lazer, recreação e cultura",,,,,92.13
2002,Áustria,Produtos alimentares e bebidas não alcoólicas,,,,,73.93
2002,Áustria,Restaurantes e hotéis,,,,,71.44
2002,Áustria,Saúde,,,,,75.63
2002,Áustria,Total,,,,,78.04
2002,Áustria,Transportes,,,,,81.61
2002,Áustria,Vestuário e calçado,,,,,92.33
2002,Bélgica,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,82.47
2002,Bélgica,Bebidas alcoólicas e tabaco,,,,,65.34
2002,Bélgica,Bens e serviços diversos,,,,,72.31
2002,Bélgica,Comunicações,,,,,116.39
2002,Bélgica,Educação,,,,,75.00
2002,Bélgica,"Habitação, água, electricidade, gás e outros combustíveis",,,,,70.59
2002,Bélgica,"Lazer, recreação e cultura",,,,,92.25
2002,Bélgica,Produtos alimentares e bebidas não alcoólicas,,,,,74.20
2002,Bélgica,Restaurantes e hotéis,,,,,70.45
2002,Bélgica,Saúde,,,,,89.66
2002,Bélgica,Total,,,,,77.97
2002,Bélgica,Transportes,,,,,76.21
2002,Bélgica,Vestuário e calçado,,,,,90.06
2002,Bulgária,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,89.15
2002,Bulgária,Bebidas alcoólicas e tabaco,,,,,25.82
2002,Bulgária,Bens e serviços diversos,,,,,54.56
2002,Bulgária,Comunicações,,,,,108.12
2002,Bulgária,Educação,,,,,45.71
2002,Bulgária,"Habitação, água, electricidade, gás e outros combustíveis",,,,,54.35
2002,Bulgária,"Lazer, recreação e cultura",,,,,92.35
2002,Bulgária,Produtos alimentares e bebidas não alcoólicas,,,,,58.96
2002,Bulgária,Restaurantes e hotéis,,,,,52.51
2002,Bulgária,Saúde,,,,,65.15
2002,Bulgária,Total,,,,,61.44
2002,Bulgária,Transportes,,,,,65.56
2002,Bulgária,Vestuário e calçado,,,,,77.91
2002,Chéquia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,113.60
2002,Chéquia,Bebidas alcoólicas e tabaco,,,,,59.10
2002,Chéquia,Bens e serviços diversos,,,,,75.10
2002,Chéquia,Comunicações,,,,,117.60
2002,Chéquia,Educação,,,,,73.80
2002,Chéquia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,57.60
2002,Chéquia,"Lazer, recreação e cultura",,,,,96.40
2002,Chéquia,Produtos alimentares e bebidas não alcoólicas,,,,,74.50
2002,Chéquia,Restaurantes e hotéis,,,,,70.90
2002,Chéquia,Saúde,,,,,58.40
2002,Chéquia,Total,,,,,78.20
2002,Chéquia,Transportes,,,,,92.90
2002,Chéquia,Vestuário e calçado,,,,,132.50
2002,Chipre,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,95.30
2002,Chipre,Bebidas alcoólicas e tabaco,,,,,58.35
2002,Chipre,Bens e serviços diversos,,,,,77.45
2002,Chipre,Comunicações,,,,,140.64
2002,Chipre,Educação,,,,,69.32
2002,Chipre,"Habitação, água, electricidade, gás e outros combustíveis",,,,,62.88
2002,Chipre,"Lazer, recreação e cultura",,,,,93.05
2002,Chipre,Produtos alimentares e bebidas não alcoólicas,,,,,67.60
2002,Chipre,Restaurantes e hotéis,,,,,72.30
2002,Chipre,Saúde,,,,,74.65
2002,Chipre,Total,,,,,78.53
2002,Chipre,Transportes,,,,,85.21
2002,Chipre,Vestuário e calçado,,,,,112.94
2002,Croácia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,84.08
2002,Croácia,Bebidas alcoólicas e tabaco,,,,,54.16
2002,Croácia,Bens e serviços diversos,,,,,78.80
2002,Croácia,Comunicações,,,,,114.69
2002,Croácia,Educação,,,,,98.88
2002,Croácia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,58.39
2002,Croácia,"Lazer, recreação e cultura",,,,,81.72
2002,Croácia,Produtos alimentares e bebidas não alcoólicas,,,,,72.45
2002,Croácia,Restaurantes e hotéis,,,,,70.15
2002,Croácia,Saúde,,,,,58.51
2002,Croácia,Total,,,,,74.11
2002,Croácia,Transportes,,,,,82.33
2002,Croácia,Vestuário e calçado,,,,,109.91
2002,Dinamarca,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,87.10
2002,Dinamarca,Bebidas alcoólicas e tabaco,,,,,76.40
2002,Dinamarca,Bens e serviços diversos,,,,,73.70
2002,Dinamarca,Comunicações,,,,,129.70
2002,Dinamarca,Educação,,,,,53.80
2002,Dinamarca,"Habitação, água, electricidade, gás e outros combustíveis",,,,,72.00
2002,Dinamarca,"Lazer, recreação e cultura",,,,,98.90
2002,Dinamarca,Produtos alimentares e bebidas não alcoólicas,,,,,78.40
2002,Dinamarca,Restaurantes e hotéis,,,,,72.90
2002,Dinamarca,Saúde,,,,,83.80
2002,Dinamarca,Total,,,,,81.20
2002,Dinamarca,Transportes,,,,,80.80
2002,Dinamarca,Vestuário e calçado,,,,,99.10
2002,Eslováquia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,109.55
2002,Eslováquia,Bebidas alcoólicas e tabaco,,,,,56.09
2002,Eslováquia,Bens e serviços diversos,,,,,66.34
2002,Eslováquia,Comunicações,,,,,99.02
2002,Eslováquia,Educação,,,,,41.18
2002,Eslováquia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,49.09
2002,Eslováquia,"Lazer, recreação e cultura",,,,,81.53
2002,Eslováquia,Produtos alimentares e bebidas não alcoólicas,,,,,74.11
2002,Eslováquia,Restaurantes e hotéis,,,,,59.69
2002,Eslováquia,Saúde,,,,,49.80
2002,Eslováquia,Total,,,,,68.21
2002,Eslováquia,Transportes,,,,,84.95
2002,Eslováquia,Vestuário e calçado,,,,,91.90
2002,Eslovénia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,77.45
2002,Eslovénia,Bebidas alcoólicas e tabaco,,,,,48.22
2002,Eslovénia,Bens e serviços diversos,,,,,67.35
2002,Eslovénia,Comunicações,,,,,105.63
2002,Eslovénia,Educação,,,,,68.79
2002,Eslovénia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,54.66
2002,Eslovénia,"Lazer, recreação e cultura",,,,,81.11
2002,Eslovénia,Produtos alimentares e bebidas não alcoólicas,,,,,70.33
2002,Eslovénia,Restaurantes e hotéis,,,,,61.39
2002,Eslovénia,Saúde,,,,,83.70
2002,Eslovénia,Total,,,,,72.37
2002,Eslovénia,Transportes,,,,,84.24
2002,Eslovénia,Vestuário e calçado,,,,,97.47
2002,Espanha,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,84.01
2002,Espanha,Bebidas alcoólicas e tabaco,,,,,50.67
2002,Espanha,Bens e serviços diversos,,,,,73.03
2002,Espanha,Comunicações,,,,,127.94
2002,Espanha,Educação,,,,,61.51
2002,Espanha,"Habitação, água, electricidade, gás e outros combustíveis",,,,,64.05
2002,Espanha,"Lazer, recreação e cultura",,,,,102.23
2002,Espanha,Produtos alimentares e bebidas não alcoólicas,,,,,74.00
2002,Espanha,Restaurantes e hotéis,,,,,71.65
2002,Espanha,Saúde,,,,,89.90
2002,Espanha,Total,,,,,75.86
2002,Espanha,Transportes,,,,,71.14
2002,Espanha,Vestuário e calçado,,,,,88.31
2002,Estónia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,83.08
2002,Estónia,Bebidas alcoólicas e tabaco,,,,,48.81
2002,Estónia,Bens e serviços diversos,,,,,61.61
2002,Estónia,Comunicações,,,,,135.24
2002,Estónia,Educação,,,,,96.73
2002,Estónia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,45.56
2002,Estónia,"Lazer, recreação e cultura",,,,,80.27
2002,Estónia,Produtos alimentares e bebidas não alcoólicas,,,,,62.11
2002,Estónia,Restaurantes e hotéis,,,,,58.69
2002,Estónia,Saúde,,,,,56.43
2002,Estónia,Total,,,,,63.71
2002,Estónia,Transportes,,,,,73.30
2002,Estónia,Vestuário e calçado,,,,,69.05
2002,Finlândia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,86.48
2002,Finlândia,Bebidas alcoólicas e tabaco,,,,,79.51
2002,Finlândia,Bens e serviços diversos,,,,,70.50
2002,Finlândia,Comunicações,,,,,162.59
2002,Finlândia,Educação,,,,,64.12
2002,Finlândia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,63.85
2002,Finlândia,"Lazer, recreação e cultura",,,,,94.60
2002,Finlândia,Produtos alimentares e bebidas não alcoólicas,,,,,76.72
2002,Finlândia,Restaurantes e hotéis,,,,,70.22
2002,Finlândia,Saúde,,,,,79.14
2002,Finlândia,Total,,,,,80.42
2002,Finlândia,Transportes,,,,,86.76
2002,Finlândia,Vestuário e calçado,,,,,96.60
2002,França,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,87.91
2002,França,Bebidas alcoólicas e tabaco,,,,,59.86
2002,França,Bens e serviços diversos,,,,,76.54
2002,França,Comunicações,,,,,135.94
2002,França,Educação,,,,,69.31
2002,França,"Habitação, água, electricidade, gás e outros combustíveis",,,,,68.70
2002,França,"Lazer, recreação e cultura",,,,,110.41
2002,França,Produtos alimentares e bebidas não alcoólicas,,,,,84.10
2002,França,Restaurantes e hotéis,,,,,74.50
2002,França,Saúde,,,,,82.31
2002,França,Total,,,,,81.16
2002,França,Transportes,,,,,75.52
2002,França,Vestuário e calçado,,,,,94.63
2002,Grécia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,92.95
2002,Grécia,Bebidas alcoólicas e tabaco,,,,,55.30
2002,Grécia,Bens e serviços diversos,,,,,85.46
2002,Grécia,Comunicações,,,,,117.99
2002,Grécia,Educação,,,,,83.77
2002,Grécia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,59.50
2002,Grécia,"Lazer, recreação e cultura",,,,,92.83
2002,Grécia,Produtos alimentares e bebidas não alcoólicas,,,,,78.98
2002,Grécia,Restaurantes e hotéis,,,,,74.47
2002,Grécia,Saúde,,,,,79.64
2002,Grécia,Total,,,,,76.48
2002,Grécia,Transportes,,,,,69.13
2002,Grécia,Vestuário e calçado,,,,,83.86
2002,Hungria,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,88.62
2002,Hungria,Bebidas alcoólicas e tabaco,,,,,40.26
2002,Hungria,Bens e serviços diversos,,,,,60.29
2002,Hungria,Comunicações,,,,,96.43
2002,Hungria,Educação,,,,,54.52
2002,Hungria,"Habitação, água, electricidade, gás e outros combustíveis",,,,,50.11
2002,Hungria,"Lazer, recreação e cultura",,,,,76.59
2002,Hungria,Produtos alimentares e bebidas não alcoólicas,,,,,55.19
2002,Hungria,Restaurantes e hotéis,,,,,51.62
2002,Hungria,Saúde,,,,,49.96
2002,Hungria,Total,,,,,59.64
2002,Hungria,Transportes,,,,,63.71
2002,Hungria,Vestuário e calçado,,,,,88.79
2002,Irlanda,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,134.50
2002,Irlanda,Bebidas alcoólicas e tabaco,,,,,66.70
2002,Irlanda,Bens e serviços diversos,,,,,76.50
2002,Irlanda,Comunicações,,,,,97.50
2002,Irlanda,Educação,,,,,49.30
2002,Irlanda,"Habitação, água, electricidade, gás e outros combustíveis",,,,,60.70
2002,Irlanda,"Lazer, recreação e cultura",,,,,95.70
2002,Irlanda,Produtos alimentares e bebidas não alcoólicas,,,,,98.90
2002,Irlanda,Restaurantes e hotéis,,,,,76.30
2002,Irlanda,Saúde,,,,,66.80
2002,Irlanda,Total,,,,,84.00
2002,Irlanda,Transportes,,,,,84.30
2002,Irlanda,Vestuário e calçado,,,,,174.00
2002,Itália,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,80.80
2002,Itália,Bebidas alcoólicas e tabaco,,,,,58.80
2002,Itália,Bens e serviços diversos,,,,,74.70
2002,Itália,Comunicações,,,,,160.20
2002,Itália,Educação,,,,,73.80
2002,Itália,"Habitação, água, electricidade, gás e outros combustíveis",,,,,67.70
2002,Itália,"Lazer, recreação e cultura",,,,,89.00
2002,Itália,Produtos alimentares e bebidas não alcoólicas,,,,,77.90
2002,Itália,Restaurantes e hotéis,,,,,76.70
2002,Itália,Saúde,,,,,74.70
2002,Itália,Total,,,,,77.90
2002,Itália,Transportes,,,,,71.50
2002,Itália,Vestuário e calçado,,,,,88.90
2002,Letónia,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,87.28
2002,Letónia,Bebidas alcoólicas e tabaco,,,,,38.34
2002,Letónia,Bens e serviços diversos,,,,,58.24
2002,Letónia,Comunicações,,,,,157.76
2002,Letónia,Educação,,,,,44.49
2002,Letónia,"Habitação, água, electricidade, gás e outros combustíveis",,,,,38.48
2002,Letónia,"Lazer, recreação e cultura",,,,,79.30
